id_luminaria,fecha_instalacion,horas_uso_acumuladas,porcentaje_vida_consumida,vida_util_real_calculada,ciclos_acumulados,temperatura_promedio_c,humedad_promedio_pct,voltaje_promedio_v,dias_restantes_estimados,dias_restantes_predichos,horas_restantes_estimadas,nivel_riesgo,prioridad_mantenimiento,estado_actual,fecha_falla,fecha_cambio,motivo_cambio,prob_falla_alto,prob_falla_medio,prob_falla_bajo
LED-01812,2022-04-07,33744,82.01,41145,8436,22.615377108797148,65.64750875679313,223.8454551531304,308.0,300.99471619991994,7401,MEDIO,2,OPERATIVO,,,,0.0035451558618479,0.02503025683064,0.971424587307512
LED-01813,2023-02-22,26040,61.59,42279,6510,21.583130758755704,49.27806636376569,221.0143911670612,677.0,683.6485277171329,16239,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01814,2023-05-23,23880,53.22,44872,5970,22.35114957194113,66.30543322462336,221.26126348789663,875.0,873.6070983951113,20992,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01815,2020-09-08,47568,98.44,48321,11892,20.86173411953942,65.33216836876197,220.71979843187927,31.0,,753,REEMPLAZADO,0,REEMPLAZADO,2025-10-26,2025-10-27,FALLA,0.0,0.0,0.0
LED-01816,2019-10-15,55464,140.74,39408,13866,25.86593149177919,64.25380868431445,218.9596448142016,-669.0,,-16056,REEMPLAZADO,0,REEMPLAZADO,2023-11-03,2023-11-07,FALLA,0.0,0.0,0.0
LED-01817,2022-10-05,29400,84.63,34740,7350,23.99621287046328,55.29622168919208,222.8649232270289,222.0,226.35248989350836,5340,MEDIO,2,OPERATIVO,,,,0.0,0.0,1.0
LED-01818,2021-01-25,44232,110.76,39933,11058,25.61841107680885,63.78980954177534,221.4722038861535,-179.0,,-4299,REEMPLAZADO,0,REEMPLAZADO,2025-04-10,2025-04-11,FALLA,0.0,0.0,0.0
LED-01819,2022-08-25,30384,60.85,49929,7596,25.81793252000359,65.90329400531,219.9382615077116,814.0,807.0695257333998,19545,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01820,2022-07-04,31632,80.61,39241,7908,19.19276542937147,68.73457971439777,220.42587458731856,317.0,320.62906759125497,7609,MEDIO,2,OPERATIVO,,,,0.0,0.0,1.0
LED-01821,2021-03-18,42984,93.25,46097,10746,22.647311185970228,58.76768750409258,218.3103252953279,130.0,132.66133029857764,3113,MUY ALTO,1,OPERATIVO,,,,0.0029016495589151,0.0169113660354451,0.9801869844056398
LED-01822,2019-10-03,55752,118.74,46951,13938,23.01951206145721,56.98557952952126,221.67289892968037,-367.0,,-8801,REEMPLAZADO,0,REEMPLAZADO,2024-07-04,2024-07-09,FALLA,0.0,0.0,0.0
LED-01823,2020-01-26,52992,148.43,35700,13248,22.93183486832996,45.59533037512179,219.06325627892744,-720.0,,-17292,REEMPLAZADO,0,REEMPLAZADO,2023-12-24,2023-12-26,FALLA,0.0,0.0,0.0
LED-01824,2020-04-01,51408,100.7,51049,12852,21.2549128603144,47.85926692835552,223.8767045786769,-15.0,,-359,REEMPLAZADO,0,REEMPLAZADO,2025-09-12,2025-09-16,FALLA,0.0,0.0,0.0
LED-01825,2023-03-18,25464,57.66,44164,6366,20.376644399023988,52.79658562724919,219.11572067234616,779.0,767.5821067677427,18700,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01826,2020-06-19,49512,98.39,50320,12378,24.560474925970027,69.86826134543278,218.4597188835779,34.0,,808,REEMPLAZADO,0,REEMPLAZADO,2025-07-18,2025-07-25,FALLA,0.0,0.0,0.0
LED-01827,2021-10-04,38184,68.66,55615,9546,20.791959482415287,53.615597670551566,221.56981014404883,726.0,717.741881083504,17431,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01828,2020-09-02,47712,113.61,41995,11928,20.154855345443952,69.67223396421113,222.02158212096555,-238.0,,-5717,REEMPLAZADO,0,REEMPLAZADO,2025-04-26,2025-04-29,FALLA,0.0,0.0,0.0
LED-01829,2023-07-08,22776,40.82,55801,5694,18.90843635074795,43.421508931161966,220.08603044881343,1376.0,1392.223365345255,33025,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01830,2020-02-03,52800,138.72,38061,13200,24.81789219980729,58.04102880970199,223.76513346070868,-614.0,,-14739,REEMPLAZADO,0,REEMPLAZADO,2023-11-03,2023-11-09,FALLA,0.0,0.0,0.0
LED-01831,2021-03-26,42792,108.43,39464,10698,18.119282113238462,43.88209001795704,219.5099866102728,-139.0,,-3328,REEMPLAZADO,0,REEMPLAZADO,2025-01-27,2025-01-30,FALLA,0.0,0.0,0.0
LED-01832,2022-09-30,29520,59.55,49571,7380,19.104220871503173,60.20174737347492,221.5768283701792,835.0,817.0980825831966,20051,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01833,2020-04-15,51072,115.25,44312,12768,22.37789942303427,46.93527649412183,220.0629349475525,-282.0,,-6760,REEMPLAZADO,0,REEMPLAZADO,2024-12-30,2025-01-04,FALLA,0.0,0.0,0.0
LED-01834,2023-01-09,27096,65.26,41518,6774,24.02570750991102,56.60200080500245,220.1737579898989,601.0,612.0415918025612,14422,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01835,2020-06-06,49824,123.14,40459,12456,23.315003286812495,60.43413097217172,218.2279870238285,-390.0,-389.5161013671132,-9365,MUY ALTO,1,OPERATIVO,,,,0.9999229349426264,0.0,7.706505737339943e-05
LED-01836,2021-12-25,36216,91.62,39527,9054,18.84623125515253,48.33766032308077,223.3418867372819,138.0,129.0118955141449,3311,MUY ALTO,2,OPERATIVO,,,,0.0096012153437143,0.0295475523418361,0.9608512323144494
LED-01837,2021-08-28,39072,136.82,28557,9768,22.912348855780508,55.30787938661948,220.60270641324425,-438.0,,-10515,REEMPLAZADO,0,REEMPLAZADO,2024-09-21,2024-09-27,FALLA,0.0,0.0,0.0
LED-01838,2022-02-08,35136,74.35,47255,8784,25.53007251342118,57.66383587540689,219.86715466612625,505.0,515.4650420607264,12119,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01839,2020-11-11,46032,88.83,51820,11508,20.52391365185779,63.77505045584398,218.78272092306415,241.0,230.4378157584769,5788,MEDIO,2,OPERATIVO,,,,0.0,0.0093123772102161,0.990687622789784
LED-01840,2020-12-07,45408,101.17,44884,11352,25.18578815065729,57.44017650796896,220.11096138252088,-22.0,,-524,REEMPLAZADO,0,REEMPLAZADO,2025-04-17,2025-04-18,FALLA,0.0,0.0,0.0
LED-01841,2022-01-15,35712,70.87,50389,8928,25.86572789322997,59.05073698424829,220.65722303663532,612.0,608.7343798367766,14677,MEDIO,3,OPERATIVO,,,,0.0093353028064992,0.0,0.9906646971935008
LED-01842,2020-02-13,52560,135.87,38683,13140,20.626816590485745,42.258167230108114,218.44016455710155,-578.0,,-13877,REEMPLAZADO,0,REEMPLAZADO,2023-12-05,2023-12-06,FALLA,0.0,0.0,0.0
LED-01843,2019-09-12,56256,125.07,44981,14064,18.658823922694065,56.50886569549389,219.62761151889907,-470.0,,-11275,REEMPLAZADO,0,REEMPLAZADO,2024-04-12,2024-04-15,FALLA,0.0,0.0,0.0
LED-01844,2021-05-14,41616,107.15,38840,10404,18.8905145718204,46.3637619616582,220.83856722859625,-116.0,-122.0832236720021,-2776,MUY ALTO,1,OPERATIVO,,,,0.9425959423931692,0.0367357130697037,0.0206683445371271
LED-01845,2021-09-23,38448,93.32,41200,9612,24.844821016432224,67.81794610620959,218.54351214527665,115.0,,2752,REEMPLAZADO,0,REEMPLAZADO,2025-10-02,2025-10-06,FALLA,0.0,0.0,0.0
LED-01846,2023-04-24,24576,53.62,45830,6144,18.836060501141795,46.28259450400843,223.82045971346,886.0,890.8832866987409,21254,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01847,2022-01-29,35376,68.8,51421,8844,24.379911821704138,57.87422597169909,219.88727658562016,669.0,655.2803326658372,16045,BAJO,3,OPERATIVO,,,,0.0093353028064992,0.0,0.9906646971935008
LED-01848,2023-06-22,23160,52.4,44194,5790,24.58762443007457,69.45181652144977,220.4662553925256,876.0,876.5130681780396,21034,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01849,2021-11-20,37056,81.36,45548,9264,18.315121303117493,50.897385356865314,221.66385650552988,354.0,350.9179983302372,8492,MEDIO,2,OPERATIVO,,,,0.0,0.0172301095131283,0.9827698904868716
LED-01850,2020-10-30,46320,101.74,45526,11580,18.62137930618271,67.90020159499498,222.24282510761407,-33.0,-25.868844195805828,-794,MUY ALTO,1,OPERATIVO,,,,0.9031240498662818,0.076645327020651,0.020230623113067
LED-01851,2019-09-30,55824,152.91,36508,13956,21.11331693210784,54.63440445422797,223.93920490422732,-805.0,,-19316,REEMPLAZADO,0,REEMPLAZADO,2023-08-25,2023-08-26,FALLA,0.0,0.0,0.0
LED-01852,2022-04-23,33360,90.54,36845,8340,24.1208920835188,62.92037876997162,219.7546727659844,145.0,,3485,REEMPLAZADO,0,REEMPLAZADO,2026-01-15,2026-01-19,FALLA,0.0,0.0,0.0
LED-01853,2021-02-06,43944,114.82,38270,10986,25.12983552825174,54.73203848960736,221.59505381126343,-236.0,,-5674,REEMPLAZADO,0,REEMPLAZADO,2024-12-15,2024-12-18,FALLA,0.0,0.0,0.0
LED-01854,2021-10-14,37944,119.42,31774,9486,22.716043073403405,50.33505565427385,221.7540030837896,-257.0,,-6170,REEMPLAZADO,0,REEMPLAZADO,2025-04-23,2025-04-27,FALLA,0.0,0.0,0.0
LED-01855,2021-04-01,42648,95.13,44831,10662,19.37916914638762,61.58991776790135,221.6868860492179,91.0,78.0203597245196,2183,MUY ALTO,1,OPERATIVO,,,,0.0105249615814428,0.718210189255077,0.2712648491634801
LED-01856,2023-02-01,26544,56.15,47270,6636,20.51103498787012,60.52629011765112,219.29325971062727,864.0,865.8061671764478,20726,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01857,2022-05-27,32544,86.29,37716,8136,21.453623829251352,69.08048843259476,218.84194111860697,216.0,218.7927608774394,5172,MEDIO,2,OPERATIVO,,,,0.007783251231527,0.0195706486713927,0.97264610009708
LED-01858,2021-04-21,42168,113.09,37286,10542,24.2696239100878,43.37821447117936,223.47238671725836,-203.0,,-4882,REEMPLAZADO,0,REEMPLAZADO,2025-05-10,2025-05-15,FALLA,0.0,0.0,0.0
LED-01859,2020-09-09,47544,97.41,48807,11886,25.65251142848935,50.27796313654358,218.6334538533168,53.0,58.830028400526416,1263,MUY ALTO,1,OPERATIVO,,,,0.1205064523387993,0.646888207852459,0.2326053398087416
LED-01860,2023-04-09,24936,74.46,33489,6234,24.345837426186577,44.504609325516256,221.95838919356453,356.0,356.84451986210485,8553,MEDIO,3,OPERATIVO,,,,0.0,0.0088268156424581,0.991173184357542
LED-01861,2022-09-11,29976,76.22,39325,7494,24.496266344207957,44.67755528988481,222.73968961860223,390.0,384.46637345290105,9349,MEDIO,3,OPERATIVO,,,,0.0,0.0099558916194076,0.9900441083805924
LED-01862,2019-08-10,57048,150.29,37959,14262,24.839405252088568,47.58038883218048,219.9631496349735,-795.0,,-19089,REEMPLAZADO,0,REEMPLAZADO,2023-08-28,2023-09-03,FALLA,0.0,0.0,0.0
LED-01863,2022-10-29,28824,75.39,38234,7206,19.16233369572625,53.91489195449896,222.6489665999277,392.0,379.76844054298425,9410,MEDIO,3,OPERATIVO,,,,0.0096012153437143,0.0,0.9903987846562856
LED-01864,2020-08-24,47928,117.42,40817,11982,22.869510084234545,44.57958940001821,222.9834999506867,-296.0,,-7111,REEMPLAZADO,0,REEMPLAZADO,2024-08-19,2024-08-22,FALLA,0.0,0.0,0.0
LED-01865,2023-06-04,23592,66.83,35299,5898,21.17287039467476,51.10010621725094,219.7088022454973,488.0,477.2249544280287,11707,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01866,2022-06-17,32040,59.8,53580,8010,18.51138531353551,61.44062348304863,221.1637947987728,898.0,886.3057447164767,21540,BAJO,3,OPERATIVO,,,,0.0,0.0082867132867132,0.9917132867132866
LED-01867,2022-03-10,34416,71.33,48248,8604,21.916487249820847,53.68316198551638,219.2337768531937,576.0,581.4151288442226,13832,MEDIO,2,OPERATIVO,,,,0.0,0.0098976821883482,0.9901023178116516
LED-01868,2023-04-21,24648,38.81,63514,6162,25.668130200020848,47.82425281578329,222.09646303776225,1619.0,1648.202712606557,38866,BAJO,5,OPERATIVO,,,,0.0,0.0,1.0
LED-01869,2019-08-20,56808,113.9,49876,14202,22.80099151951597,44.687840194340666,221.2131552961736,-289.0,,-6932,REEMPLAZADO,0,REEMPLAZADO,2024-09-25,2024-10-01,FALLA,0.0,0.0,0.0
LED-01870,2021-07-09,40272,68.3,58966,10068,22.224467375137,52.336820878949815,219.61278257700187,779.0,757.1084224030778,18694,BAJO,2,OPERATIVO,,,,0.0,0.0,1.0
LED-01871,2020-10-02,46992,88.84,52895,11748,19.14227880111652,43.03375564544975,218.67326923548364,246.0,237.3698194757333,5903,ALTO,1,OPERATIVO,,,,0.0,0.0099412751677852,0.9900587248322148
LED-01872,2022-11-22,28248,47.75,59152,7062,20.933337422997063,69.33687963358379,220.60652082871,1288.0,1288.372477892359,30904,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01873,2022-03-25,34056,62.98,54073,8514,21.670146319652744,57.80820478147503,219.60406827295316,834.0,828.9484376363803,20017,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01874,2020-04-03,51360,104.47,49162,12840,18.39242858070235,66.59592012115503,221.37369501660515,-92.0,-95.10649400752456,-2198,MUY ALTO,1,OPERATIVO,,,,0.979221051128938,0.0088699817859727,0.0119089670850892
LED-01875,2020-12-04,45480,110.99,40976,11370,22.91528007453733,67.39736858464948,219.39181071294672,-188.0,,-4504,REEMPLAZADO,0,REEMPLAZADO,2025-05-28,2025-06-04,FALLA,0.0,0.0,0.0
LED-01876,2021-08-16,39360,76.61,51379,9840,25.986455443055902,60.84895806455917,219.85036755179087,501.0,499.6658843835255,12019,MEDIO,2,OPERATIVO,,,,0.0170162680321114,0.0,0.9829837319678884
LED-01877,2022-02-19,34872,62.89,55448,8718,20.404214057907968,44.49020393750804,219.35798503842244,857.0,870.14633785514,20576,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01878,2019-09-22,56016,99.71,56181,14004,19.37774657765626,62.86692368926508,223.9406587024095,7.0,,165,REEMPLAZADO,0,REEMPLAZADO,2025-05-30,2025-06-03,FALLA,0.0,0.0,0.0
LED-01879,2023-06-07,23520,46.04,51084,5880,19.09356059591229,56.53991649076904,221.63240223172008,1148.0,1171.777238621591,27564,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01880,2022-09-03,30168,46.81,64451,7542,20.33866649026706,49.9093301619054,222.089087212654,1428.0,1433.4320034597629,34283,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01881,2022-05-21,32688,77.58,42132,8172,18.706501769748623,64.90416706829961,223.1186683349422,394.0,403.37666020292096,9444,MEDIO,2,OPERATIVO,,,,0.0,0.0280655651831266,0.9719344348168734
LED-01882,2019-12-16,53976,120.9,44644,13494,19.69222900690731,51.80306468310581,218.3848115134243,-389.0,,-9332,REEMPLAZADO,0,REEMPLAZADO,2024-10-09,2024-10-11,FALLA,0.0,0.0,0.0
LED-01883,2022-06-05,32328,50.35,64205,8082,20.68731076085352,44.02715257281231,218.44503578170952,1328.0,1357.371703296652,31877,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01884,2021-04-16,42288,77.19,54782,10572,22.336772073586552,62.96495501215898,223.04046295812637,521.0,502.6016240919254,12494,MEDIO,2,OPERATIVO,,,,0.0097681607418856,0.0,0.9902318392581144
LED-01885,2019-10-05,55704,96.72,57593,13926,23.323238341106038,68.6964672618762,219.2086788898748,79.0,87.73886480601433,1889,MUY ALTO,1,OPERATIVO,,,,0.0245717815327405,0.7296759086083344,0.2457523098589252
LED-01886,2022-11-05,28656,55.12,51991,7164,25.916518465902456,44.73066016219442,221.09803891303,972.0,966.5608928197552,23335,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01887,2020-03-19,51720,100.28,51577,12930,21.402465202409225,58.12216301797191,218.3272379640509,-6.0,4.124363326396394,-143,MUY ALTO,1,OPERATIVO,,,,0.92746290251872,0.0720143435620674,0.0005227539192124
LED-01888,2022-05-01,33168,55.27,60008,8292,21.232160822902507,40.48508619863559,221.550012923561,1118.0,1122.1313264815735,26840,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01889,2021-11-15,37176,79.53,46742,9294,18.429577503514995,49.40216684423669,218.8965914128521,399.0,380.0915382003348,9566,MEDIO,2,OPERATIVO,,,,0.0092330168005843,0.0172301095131283,0.9735368736862872
LED-01890,2019-08-11,57024,99.71,57187,14256,20.041849735348524,42.67749254909752,218.47210194165137,7.0,,163,REEMPLAZADO,0,REEMPLAZADO,2025-10-06,2025-10-11,FALLA,0.0,0.0,0.0
LED-01891,2021-03-18,42984,76.55,56149,10746,18.80711041684687,58.16710821681791,222.07923724368305,549.0,549.5896951567574,13165,MEDIO,2,OPERATIVO,,,,0.0084042553191489,0.0,0.9915957446808512
LED-01892,2021-08-18,39312,79.01,49756,9828,21.891406680208576,44.033711223011935,219.73643078422649,435.0,447.0311588487136,10444,MEDIO,2,OPERATIVO,,,,0.0,0.0,1.0
LED-01893,2022-05-13,32880,52.77,62308,8220,23.099126802986397,66.43974668394856,221.51609826486975,1226.0,1207.859919518378,29428,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01894,2019-10-16,55440,82.53,67177,13860,23.425460676712543,67.06582355148026,220.314393967399,489.0,463.67570618109306,11737,ALTO,1,OPERATIVO,,,,0.0,0.0282247940980819,0.971775205901918
LED-01895,2020-02-02,52824,92.9,56864,13206,19.041514793606417,69.01957516691773,222.86844501620396,168.0,171.4865800704551,4040,MUY ALTO,1,OPERATIVO,,,,0.0196508816175697,0.0585440082845018,0.9218051100979284
LED-01896,2023-01-05,27192,59.47,45721,6798,22.75579083930095,50.3466752251955,218.2094351544387,772.0,766.2512527442753,18529,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01897,2019-11-15,54720,229.12,23882,13680,24.05275147211304,64.67266930048832,219.2989434035967,-1285.0,,-30838,REEMPLAZADO,0,REEMPLAZADO,2022-07-06,2022-07-10,FALLA,0.0,0.0,0.0
LED-01898,2021-06-27,40560,105.77,38346,10140,25.583336631475976,61.50511620201708,223.28880058927732,-92.0,,-2214,REEMPLAZADO,0,REEMPLAZADO,2025-08-22,2025-08-25,FALLA,0.0,0.0,0.0
LED-01899,2020-04-03,51360,168.48,30484,12840,23.56380483351262,53.15286676033542,221.3132904083278,-870.0,,-20876,REEMPLAZADO,0,REEMPLAZADO,2023-03-23,2023-03-30,FALLA,0.0,0.0,0.0
LED-01900,2021-11-29,36840,72.87,50557,9210,21.80714008663593,54.122806650031066,220.33056332736717,572.0,597.1570040878025,13717,MEDIO,3,OPERATIVO,,,,0.0179645623079091,0.009883236030025,0.9721522016620656
LED-01901,2020-11-19,45840,120.14,38156,11460,25.12337763023332,48.100149893950416,218.2098949298484,-320.0,,-7684,REEMPLAZADO,0,REEMPLAZADO,2025-01-27,2025-01-31,FALLA,0.0,0.0,0.0
LED-01902,2022-01-13,35760,71.11,50288,8940,25.274882613799743,59.47728198513912,218.49022375761336,605.0,592.0066841007052,14528,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01903,2022-01-12,35784,70.59,50689,8946,19.61363645909153,49.29317454172147,219.441937284469,621.0,607.7166124615691,14905,MEDIO,3,OPERATIVO,,,,0.0,0.01976647206005,0.98023352793995
LED-01904,2019-08-07,57120,124.22,45981,14280,23.905535178595997,54.70357708380346,218.17314748001675,-464.0,,-11139,REEMPLAZADO,0,REEMPLAZADO,2024-06-12,2024-06-14,FALLA,0.0,0.0,0.0
LED-01905,2019-12-07,54192,153.14,35386,13548,24.4853261878681,52.35692435086334,222.47851539706463,-784.0,,-18806,REEMPLAZADO,0,REEMPLAZADO,2023-09-28,2023-10-05,FALLA,0.0,0.0,0.0
LED-01906,2022-09-29,29544,83.7,35299,7386,24.111976394556343,69.75779854924332,220.0723799723816,240.0,246.5864206311638,5755,MEDIO,2,OPERATIVO,,,,0.0,0.0,1.0
LED-01907,2022-03-28,33984,111.43,30497,8496,21.156839613289925,45.39533340506624,219.710596996298,-145.0,,-3487,REEMPLAZADO,0,REEMPLAZADO,2025-08-10,2025-08-11,FALLA,0.0,0.0,0.0
LED-01908,2020-03-22,51648,152.3,33911,12912,23.88787591005664,40.235347637218695,221.2353831640189,-739.0,,-17737,REEMPLAZADO,0,REEMPLAZADO,2023-08-17,2023-08-24,FALLA,0.0,0.0,0.0
LED-01909,2021-10-17,37872,103.74,36508,9468,21.56679707358974,50.39733963627337,223.01554443816687,-57.0,,-1364,REEMPLAZADO,0,REEMPLAZADO,2025-09-08,2025-09-15,FALLA,0.0,0.0,0.0
LED-01910,2023-06-11,23424,50.63,46267,5856,18.82415355553765,42.15422636336408,218.5656558673936,952.0,927.3565660560836,22843,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01911,2021-12-05,36696,106.89,34331,9174,24.10646461744104,62.36401114621166,219.47496279579929,-99.0,,-2365,REEMPLAZADO,0,REEMPLAZADO,2025-05-28,2025-06-01,FALLA,0.0,0.0,0.0
LED-01912,2021-03-28,42744,99.72,42863,10686,19.683363869932144,55.63812420675608,223.5283855280012,5.0,,119,REEMPLAZADO,0,REEMPLAZADO,2025-08-24,2025-08-30,FALLA,0.0,0.0,0.0
LED-01913,2023-05-22,23904,70.84,33745,5976,22.732230378842985,62.02192105069324,221.08968410908668,410.0,420.3428112060793,9841,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01914,2020-05-18,50280,112.69,44619,12570,19.20634252665881,65.07847332734704,223.6154335119189,-236.0,,-5661,REEMPLAZADO,0,REEMPLAZADO,2025-02-09,2025-02-12,FALLA,0.0,0.0,0.0
LED-01915,2021-08-30,39024,111.65,34951,9756,19.12708096456319,66.31081813784911,219.085838383868,-170.0,,-4073,REEMPLAZADO,0,REEMPLAZADO,2025-06-04,2025-06-06,FALLA,0.0,0.0,0.0
LED-01916,2022-05-04,33096,102.93,32154,8274,19.265914101393708,45.02842768439888,221.9713433282054,-39.0,,-942,REEMPLAZADO,0,REEMPLAZADO,2025-08-11,2025-08-12,FALLA,0.0,0.0,0.0
LED-01917,2020-01-03,53544,175.16,30568,13386,23.695056681834316,41.75292972563725,221.36162045358185,-957.0,,-22976,REEMPLAZADO,0,REEMPLAZADO,2023-04-22,2023-04-28,FALLA,0.0,0.0,0.0
LED-01918,2019-10-27,55176,155.96,35377,13794,23.58586391850504,67.7856676431835,222.86871818248216,-825.0,,-19799,REEMPLAZADO,0,REEMPLAZADO,2023-09-22,2023-09-26,FALLA,0.0,0.0,0.0
LED-01919,2021-11-26,36912,87.68,42097,9228,23.027963440712497,45.17969607497197,219.55184141982392,216.0,219.7037177501913,5185,MEDIO,2,OPERATIVO,,,,0.0092330168005843,0.0195043456376028,0.9712626375618127
LED-01920,2019-11-25,54480,123.9,43971,13620,25.38540822765064,62.44268097109379,221.99855968489348,-438.0,,-10509,REEMPLAZADO,0,REEMPLAZADO,2024-07-18,2024-07-24,FALLA,0.0,0.0,0.0
LED-01921,2022-07-28,31056,95.6,32485,7764,19.98828801610269,42.73926632734482,222.50009107537215,60.0,45.85162220957935,1429,MUY ALTO,1,OPERATIVO,,,,0.0022260565157703,0.7762544943941214,0.2215194490901081
LED-01922,2020-12-11,45312,77.42,58523,11328,18.22627942632784,44.11203827621344,219.03922178455943,550.0,552.2442296629691,13211,MEDIO,2,OPERATIVO,,,,0.0,0.0093123772102161,0.990687622789784
LED-01923,2022-02-19,34872,78.34,44516,8718,24.99661181374561,46.4003972368038,219.95234254136744,402.0,389.6983047625203,9644,MEDIO,2,OPERATIVO,,,,0.0173148582328094,0.0098068965517241,0.9728782452154664
LED-01924,2020-06-14,49632,143.26,34645,12408,22.90626677473519,62.85024716182551,221.2742180961977,-624.0,,-14987,REEMPLAZADO,0,REEMPLAZADO,2024-01-10,2024-01-11,FALLA,0.0,0.0,0.0
LED-01925,2022-07-24,31152,79.58,39146,7788,23.74162689367469,58.339165511661605,219.0711974272383,333.0,331.474130637827,7994,MEDIO,2,OPERATIVO,,,,0.0,0.0195757575757575,0.9804242424242424
LED-01926,2021-09-14,38664,111.03,34821,9666,19.426198466576327,67.73290275352787,222.57391257016383,-160.0,,-3843,REEMPLAZADO,0,REEMPLAZADO,2025-04-18,2025-04-22,FALLA,0.0,0.0,0.0
LED-01927,2022-05-04,33096,59.64,55494,8274,20.002984405655823,56.28103741769935,222.79406222811411,933.0,952.2177526154017,22398,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01928,2021-11-12,37248,99.12,37577,9312,21.639252823059177,50.77693421865169,219.75634662703865,14.0,9.326416867544314,329,MUY ALTO,1,OPERATIVO,,,,0.9730852516250776,0.0213727643233461,0.0055419840515763
LED-01929,2021-09-23,38448,82.16,46794,9612,25.61936555802765,64.71392846305102,220.88630676485792,348.0,349.3801888514244,8346,MEDIO,2,OPERATIVO,,,,0.0,0.008943396226415,0.9910566037735848
LED-01930,2020-04-20,50952,135.22,37682,12738,18.46437069614803,60.887904259016,218.31694786690483,-553.0,,-13270,REEMPLAZADO,0,REEMPLAZADO,2024-04-07,2024-04-11,FALLA,0.0,0.0,0.0
LED-01931,2022-12-04,27960,59.13,47287,6990,21.850483028466343,57.89988720797445,219.724121970452,805.0,799.8838486401228,19327,BAJO,4,OPERATIVO,,,,0.0,0.0,1.0
LED-01932,2020-01-11,53352,111.89,47684,13338,18.020220398655272,43.03453173755286,222.7535042009841,-236.0,,-5668,REEMPLAZADO,0,REEMPLAZADO,2024-09-09,2024-09-14,FALLA,0.0,0.0,0.0
LED-01933,2020-02-08,52680,118.36,44507,13170,19.15723921605581,58.3364299359649,223.59955200548512,-341.0,,-8173,REEMPLAZADO,0,REEMPLAZADO,2024-10-13,2024-10-19,FALLA,0.0,0.0,0.0
LED-01934,2022-06-30,31728,65.65,48330,7932,18.188019382546592,51.26491723964863,218.66449104698304,692.0,691.0124002158204,16602,BAJO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01935,2019-10-08,55632,143.77,38696,13908,23.25297559578503,67.5655615377673,220.40357224463165,-706.0,,-16936,REEMPLAZADO,0,REEMPLAZADO,2023-09-10,2023-09-16,FALLA,0.0,0.0,0.0
LED-01936,2021-11-29,36840,87.45,42125,9210,22.573117786161184,53.65033096920872,218.8978203290536,220.0,220.46653353005763,5285,MEDIO,2,OPERATIVO,,,,0.0092330168005843,0.0,0.9907669831994156
LED-01937,2022-09-28,29568,77.25,38277,7392,18.671220334625584,55.49960467783728,219.35035007308804,363.0,357.35738844531545,8709,MEDIO,2,OPERATIVO,,,,0.0,0.0,1.0
LED-01938,2022-06-18,32016,72.13,44385,8004,22.22011615910836,50.02645880112279,219.24733012463,515.0,523.7177582922124,12369,MEDIO,3,OPERATIVO,,,,0.0,0.0,1.0
LED-01939,2020-05-23,50160,102.81,48789,12540,25.678747413908148,55.60269812817503,220.40419568745952,-57.0,,-1371,REEMPLAZADO,0,REEMPLAZADO,2025-05-13,2025-05-14,FALLA,0.0,0.0,0.0
LED-01940,2021-01-07,44664,95.8,46624,11166,20.72087149202295,45.36118362797826,221.5096167100343,82.0,75.37853898817137,1960,MUY ALTO,1,OPERATIVO,,,,0.0167372659972713,0.8724024375744519,0.1108602964282768
