id_luminaria,piso,area,ubicacion_especifica,tipo_led,marca,potencia_watts,vida_util_nominal,fecha_instalacion,criticidad,horas_operacion_dia,vida_util_real_calculada,horas_uso_acumuladas,porcentaje_vida_consumida,ciclos_encendido_dia,ciclos_acumulados,temperatura_promedio_c,humedad_promedio_pct,voltaje_promedio_v,fecha_falla,fecha_cambio,motivo_cambio,estado_actual,dias_desde_instalacion,horas_restantes_estimadas,dias_restantes_estimados,nivel_riesgo,prioridad_mantenimiento
LED-01524,Piso 5,Estación Enfermería,Estación Enfermería - Sector 3,LED Emergencia,Genérico A,8,55000,2022-10-26,CRÍTICA,24,52741,28896,54.79,6,7224,24.058364576569545,46.81003898015262,219.32765954639711,,,,OPERATIVO,1204,23845,994.0,BAJO,3
LED-01525,Piso 5,Estación Enfermería,Estación Enfermería - Sector 3,LED Emergencia,Osram,8,55000,2022-11-03,CRÍTICA,24,55669,28704,51.56,6,7176,21.06259366370803,57.6735620794071,222.32489789884949,,,,OPERATIVO,1196,26965,1124.0,BAJO,4
LED-01526,Piso 5,Pasillos,Pasillos - Sector 1,LED Tubo T8,LG,18,40000,2019-10-16,ALTA,24,30786,55440,180.08,6,13860,22.940458505676947,69.44247165500991,220.02653592279339,2023-03-21,2023-03-28,FALLA,REEMPLAZADO,2310,-24654,-1027.0,REEMPLAZADO,0
LED-01527,Piso 5,Pasillos,Pasillos - Sector 1,LED Tubo T8,Philips,18,40000,2020-08-11,ALTA,24,33503,48240,143.99,6,12060,19.340972510724676,47.886421059679776,218.2144903667952,2024-01-07,2024-01-10,FALLA,REEMPLAZADO,2010,-14737,-614.0,REEMPLAZADO,0
LED-01528,Piso 5,Pasillos,Pasillos - Sector 1,LED Tubo T8,Samsung,18,40000,2020-03-01,ALTA,24,46063,52152,113.22,6,13038,19.37355194502793,43.07603614337932,221.67555684965527,2024-09-10,2024-09-12,FALLA,REEMPLAZADO,2173,-6089,-254.0,REEMPLAZADO,0
LED-01529,Piso 5,Pasillos,Pasillos - Sector 1,LED Tubo T8,LG,18,40000,2021-02-12,ALTA,24,38640,43800,113.35,6,10950,23.748250544977967,42.18904998777063,222.92675662691107,2025-05-16,2025-05-22,FALLA,REEMPLAZADO,1825,-5160,-215.0,REEMPLAZADO,0
LED-01530,Piso 5,Pasillos,Pasillos - Sector 1,LED Tubo T8,Osram,18,40000,2022-05-23,ALTA,24,38410,32640,84.98,6,8160,22.805918195603148,60.45499096098576,223.96100936237426,,,,OPERATIVO,1360,5770,240.0,MEDIO,2
LED-01531,Piso 5,Pasillos,Pasillos - Sector 1,LED Tubo T8,LG,18,40000,2022-09-26,ALTA,24,43259,29616,68.46,6,7404,18.115765132022922,43.57685733453576,221.89455044323128,,,,OPERATIVO,1234,13643,568.0,BAJO,3
LED-01532,Piso 5,Pasillos,Pasillos - Sector 1,LED Tubo T8,Genérico B,18,40000,2020-02-18,ALTA,24,26268,52440,199.63,6,13110,21.754423970880055,67.73868453527585,220.38555121586387,2022-09-09,2022-09-12,FALLA,REEMPLAZADO,2185,-26172,-1090.0,REEMPLAZADO,0
LED-01533,Piso 5,Pasillos,Pasillos - Sector 1,LED Tubo T8,LG,18,40000,2022-05-15,ALTA,24,49581,32832,66.22,6,8208,24.86361556321869,51.741342800912406,223.3321592887088,,,,OPERATIVO,1368,16749,698.0,BAJO,3
LED-01534,Piso 5,Pasillos,Pasillos - Sector 1,LED Tubo T8,Philips,18,40000,2023-01-09,ALTA,24,44831,27096,60.44,6,6774,18.42496499359201,63.867455096268486,220.50233141739622,,,,OPERATIVO,1129,17735,739.0,BAJO,4
LED-01535,Piso 5,Pasillos,Pasillos - Sector 1,LED Tubo T8,Philips,18,40000,2022-11-23,ALTA,24,37818,28224,74.63,6,7056,22.428247082857467,58.483324012471634,220.84595342330175,,,,OPERATIVO,1176,9594,400.0,MEDIO,3
LED-01536,Piso 5,Pasillos,Pasillos - Sector 2,LED Tubo T8,Samsung,18,40000,2021-06-07,ALTA,24,34189,41040,120.04,6,10260,21.347574317729823,50.33685723963626,220.98890432150688,2024-10-23,2024-10-24,FALLA,REEMPLAZADO,1710,-6851,-285.0,REEMPLAZADO,0
LED-01537,Piso 5,Pasillos,Pasillos - Sector 2,LED Tubo T8,Osram,18,40000,2021-03-06,ALTA,24,48409,43272,89.39,6,10818,19.939350511097686,45.52994046964574,218.38900531271716,,,,OPERATIVO,1803,5137,214.0,MEDIO,2
LED-01538,Piso 5,Pasillos,Pasillos - Sector 2,LED Tubo T8,Osram,18,40000,2022-10-20,ALTA,24,20792,29040,139.67,6,7260,23.820746746437948,60.3794999594066,220.82300431453808,2025-01-03,2025-01-09,FALLA,REEMPLAZADO,1210,-8248,-344.0,REEMPLAZADO,0
LED-01539,Piso 5,Pasillos,Pasillos - Sector 2,LED Tubo T8,Philips,18,40000,2019-12-21,ALTA,24,30558,53856,176.24,6,13464,24.997615874613697,45.116811340195554,218.81740190927437,2023-04-26,2023-05-03,FALLA,REEMPLAZADO,2244,-23298,-971.0,REEMPLAZADO,0
LED-01540,Piso 5,Pasillos,Pasillos - Sector 2,LED Tubo T8,Philips,18,40000,2020-06-25,ALTA,24,31668,49368,155.89,6,12342,25.10914135490364,46.80702301731425,223.57568391011486,2023-07-24,2023-07-25,FALLA,REEMPLAZADO,2057,-17700,-738.0,REEMPLAZADO,0
LED-01541,Piso 5,Pasillos,Pasillos - Sector 2,LED Tubo T8,LG,18,40000,2020-03-06,ALTA,24,44414,52032,117.15,6,13008,19.376798821198896,49.16295078049097,219.92877486768683,2024-10-29,2024-10-31,FALLA,REEMPLAZADO,2168,-7618,-317.0,REEMPLAZADO,0
LED-01542,Piso 5,Pasillos,Pasillos - Sector 2,LED Tubo T8,Osram,18,40000,2019-09-18,ALTA,24,45189,56112,124.17,6,14028,19.337566836378148,40.85372175531767,221.77612965577364,2024-08-15,2024-08-17,FALLA,REEMPLAZADO,2338,-10923,-455.0,REEMPLAZADO,0
LED-01543,Piso 5,Pasillos,Pasillos - Sector 2,LED Tubo T8,Philips,18,40000,2019-11-23,ALTA,24,45023,54528,121.11,6,13632,20.520451972860794,56.2564051982866,218.54746904782553,2024-09-03,2024-09-10,FALLA,REEMPLAZADO,2272,-9505,-396.0,REEMPLAZADO,0
LED-01544,Piso 5,Pasillos,Pasillos - Sector 2,LED Tubo T8,Genérico A,18,40000,2022-06-08,ALTA,24,30215,32256,106.75,6,8064,20.083178869960573,40.55369257129068,221.2736507865629,2025-10-18,2025-10-24,FALLA,REEMPLAZADO,1344,-2041,-85.0,REEMPLAZADO,0
LED-01545,Piso 5,Pasillos,Pasillos - Sector 2,LED Tubo T8,Samsung,18,40000,2020-09-23,ALTA,24,45199,47208,104.44,6,11802,20.644806479760014,65.81534459762335,220.8425609224323,2025-06-15,2025-06-17,FALLA,REEMPLAZADO,1967,-2009,-84.0,REEMPLAZADO,0
LED-01546,Piso 5,Pasillos,Pasillos - Sector 3,LED Tubo T8,Philips,18,40000,2021-05-22,ALTA,24,48354,41424,85.67,6,10356,24.184721132936897,49.980189595909714,222.98849973158187,,,,OPERATIVO,1726,6930,289.0,MEDIO,2
LED-01547,Piso 5,Pasillos,Pasillos - Sector 3,LED Tubo T8,Osram,18,40000,2023-04-13,ALTA,24,42333,24840,58.68,6,6210,20.545401676069623,48.00110291911643,223.80191010816822,,,,OPERATIVO,1035,17493,729.0,BAJO,4
LED-01548,Piso 5,Pasillos,Pasillos - Sector 3,LED Tubo T8,Genérico A,18,40000,2022-03-30,ALTA,24,23992,33936,141.44,6,8484,18.15921186992062,60.97082242126285,219.5174708333377,2024-12-01,2024-12-07,FALLA,REEMPLAZADO,1414,-9944,-414.0,REEMPLAZADO,0
LED-01549,Piso 5,Pasillos,Pasillos - Sector 3,LED Tubo T8,Samsung,18,40000,2022-12-15,ALTA,24,40950,27696,67.63,6,6924,22.011171828762595,66.20152493113142,218.50401028712375,,,,OPERATIVO,1154,13254,552.0,BAJO,3
LED-01550,Piso 5,Pasillos,Pasillos - Sector 3,LED Tubo T8,Philips,18,40000,2020-01-04,ALTA,24,38844,53520,137.78,6,13380,25.538675959480294,64.69262587020641,218.25183635746103,2024-02-28,2024-03-01,FALLA,REEMPLAZADO,2230,-14676,-612.0,REEMPLAZADO,0
LED-01551,Piso 5,Pasillos,Pasillos - Sector 3,LED Tubo T8,Samsung,18,40000,2020-08-16,ALTA,24,22237,48120,216.39,6,12030,21.45867119902932,69.37785596825927,218.5317978484975,2022-11-27,2022-11-30,FALLA,REEMPLAZADO,2005,-25883,-1078.0,REEMPLAZADO,0
LED-01552,Piso 5,Pasillos,Pasillos - Sector 3,LED Tubo T8,Genérico A,18,40000,2023-07-09,ALTA,24,33096,22752,68.74,6,5688,22.98993796399633,64.90548899853081,220.16277817489552,,,,OPERATIVO,948,10344,431.0,BAJO,3
LED-01553,Piso 5,Pasillos,Pasillos - Sector 3,LED Tubo T8,Genérico B,18,40000,2021-10-23,ALTA,24,22043,37728,171.15,6,9432,18.87199991890381,43.24370057431288,220.56721708911795,2024-03-20,2024-03-22,FALLA,REEMPLAZADO,1572,-15685,-654.0,REEMPLAZADO,0
LED-01554,Piso 5,Pasillos,Pasillos - Sector 3,LED Tubo T8,Philips,18,40000,2020-05-25,ALTA,24,29356,50112,170.7,6,12528,22.17898611173441,40.21659841011153,219.89957809047587,2023-04-22,2023-04-24,FALLA,REEMPLAZADO,2088,-20756,-865.0,REEMPLAZADO,0
LED-01555,Piso 5,Pasillos,Pasillos - Sector 3,LED Tubo T8,Osram,18,40000,2020-07-10,ALTA,24,41690,49008,117.55,6,12252,18.363892331778196,65.36878900345056,223.46740586188804,2024-10-14,2024-10-16,FALLA,REEMPLAZADO,2042,-7318,-305.0,REEMPLAZADO,0
LED-01556,Piso 5,Pasillos,Pasillos - Sector 4,LED Tubo T8,LG,18,40000,2020-12-11,ALTA,24,55208,45312,82.07,6,11328,25.983321075298303,47.757526646583216,222.34522947685022,,,,OPERATIVO,1888,9896,412.0,MEDIO,2
LED-01557,Piso 5,Pasillos,Pasillos - Sector 4,LED Tubo T8,Genérico B,18,40000,2023-03-06,ALTA,24,34500,25752,74.64,6,6438,25.81130577907245,48.43780061141424,223.72061494854702,,,,OPERATIVO,1073,8748,364.0,MEDIO,3
LED-01558,Piso 5,Pasillos,Pasillos - Sector 4,LED Tubo T8,Philips,18,40000,2023-03-17,ALTA,24,41851,25488,60.9,6,6372,22.25688907069603,54.336312313681915,219.34096588553504,,,,OPERATIVO,1062,16363,682.0,BAJO,4
LED-01559,Piso 5,Pasillos,Pasillos - Sector 4,LED Tubo T8,Philips,18,40000,2022-05-18,ALTA,24,35158,32760,93.18,6,8190,18.22904955068522,45.991848403337094,219.4538636383247,,,,OPERATIVO,1365,2398,100.0,MUY ALTO,1
LED-01560,Piso 5,Pasillos,Pasillos - Sector 4,LED Tubo T8,Philips,18,40000,2023-04-01,ALTA,24,45926,25128,54.71,6,6282,21.930792722150283,66.17396569775617,222.27238052845502,,,,OPERATIVO,1047,20798,867.0,BAJO,4
LED-01561,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 1,LED Downlight,Genérico B,12,45000,2021-05-09,ALTA,24,35364,41736,118.02,6,10434,20.000454068081226,52.511461849627025,220.10282121390756,2025-03-12,2025-03-13,FALLA,REEMPLAZADO,1739,-6372,-266.0,REEMPLAZADO,0
LED-01562,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 1,LED Downlight,Samsung,12,45000,2020-01-23,ALTA,24,47482,53064,111.76,6,13266,19.136492875544498,61.1438750839656,223.4304687667669,2025-01-23,2025-01-27,FALLA,REEMPLAZADO,2211,-5582,-233.0,REEMPLAZADO,0
LED-01563,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 1,LED Downlight,LG,12,45000,2021-04-04,ALTA,24,43203,42576,98.55,6,10644,22.626632821634434,60.67689209088856,218.6413002505222,2025-10-04,2025-10-10,FALLA,REEMPLAZADO,1774,627,26.0,REEMPLAZADO,0
LED-01564,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 1,LED Downlight,Osram,12,45000,2021-05-01,ALTA,24,31721,41928,132.18,6,10482,24.289461353585704,51.30849915058816,218.6022049705703,2024-06-09,2024-06-16,FALLA,REEMPLAZADO,1747,-10207,-425.0,REEMPLAZADO,0
LED-01565,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 1,LED Downlight,Philips,12,45000,2020-07-30,ALTA,24,54090,48528,89.72,6,12132,24.941643678133502,40.06422758036425,220.28144699848033,,,,OPERATIVO,2022,5562,232.0,MEDIO,2
LED-01566,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 1,LED Downlight,Samsung,12,45000,2022-09-24,ALTA,24,48109,29664,61.66,6,7416,22.81238805103765,58.189508421235956,220.19015182423294,,,,OPERATIVO,1236,18445,769.0,BAJO,3
LED-01567,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 1,LED Downlight,Osram,12,45000,2021-11-06,ALTA,24,46039,37392,81.22,6,9348,21.948002912580932,45.35194755785743,221.07841653718063,,,,OPERATIVO,1558,8647,360.0,MEDIO,2
LED-01568,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 1,LED Downlight,Philips,12,45000,2022-06-12,ALTA,24,53947,32160,59.61,6,8040,24.308654120867768,61.24071351993735,219.52530697440014,,,,OPERATIVO,1340,21787,908.0,BAJO,4
LED-01569,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 1,LED Downlight,Genérico B,12,45000,2022-09-18,ALTA,24,38880,29808,76.67,6,7452,25.145889177679575,66.59129153873185,221.25012094420237,,,,OPERATIVO,1242,9072,378.0,MEDIO,3
LED-01570,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 1,LED Downlight,Samsung,12,45000,2021-05-24,ALTA,24,44159,41376,93.7,6,10344,23.96402468282218,55.15996100007641,221.88625444874137,2025-09-16,2025-09-23,FALLA,REEMPLAZADO,1724,2783,116.0,REEMPLAZADO,0
LED-01571,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 2,LED Downlight,Samsung,12,45000,2019-12-11,ALTA,24,23384,54096,231.33,6,13524,19.56533036500274,69.18932141260915,218.91868067463318,2022-04-07,2022-04-08,FALLA,REEMPLAZADO,2254,-30712,-1280.0,REEMPLAZADO,0
LED-01572,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 2,LED Downlight,LG,12,45000,2023-03-20,ALTA,24,49339,25416,51.51,6,6354,22.881428609893135,44.61922389231487,222.76230455471128,,,,OPERATIVO,1059,23923,997.0,BAJO,4
LED-01573,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 2,LED Downlight,Osram,12,45000,2021-02-18,ALTA,24,41441,43656,105.34,6,10914,23.58237626450019,42.46699664531802,220.50958448541544,2025-08-29,2025-08-30,FALLA,REEMPLAZADO,1819,-2215,-92.0,REEMPLAZADO,0
LED-01574,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 2,LED Downlight,LG,12,45000,2022-04-01,ALTA,24,48251,33888,70.23,6,8472,21.585812656865798,58.0307763246607,219.96426008069238,,,,OPERATIVO,1412,14363,598.0,MEDIO,3
LED-01575,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 2,LED Downlight,Philips,12,45000,2023-02-07,ALTA,24,49168,26400,53.69,6,6600,18.82861252882412,65.1318729586797,218.9165025900057,,,,OPERATIVO,1100,22768,949.0,BAJO,4
LED-01576,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 2,LED Downlight,Genérico B,12,45000,2022-12-08,ALTA,24,38769,27864,71.87,6,6966,21.775498926042353,67.23671801238498,220.1791351765451,,,,OPERATIVO,1161,10905,454.0,MEDIO,3
LED-01577,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 2,LED Downlight,Samsung,12,45000,2020-03-04,ALTA,24,44713,52080,116.47,6,13020,24.076494671311266,65.5895190709041,223.83713962826207,2024-12-19,2024-12-20,FALLA,REEMPLAZADO,2170,-7367,-307.0,REEMPLAZADO,0
LED-01578,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 2,LED Downlight,Philips,12,45000,2019-11-07,ALTA,24,35696,54912,153.83,6,13728,23.416655775608866,54.27945071047661,223.9626386166076,2023-07-09,2023-07-16,FALLA,REEMPLAZADO,2288,-19216,-801.0,REEMPLAZADO,0
LED-01579,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 2,LED Downlight,LG,12,45000,2022-08-08,ALTA,24,41987,30792,73.34,6,7698,18.161889861119604,55.719795023940016,221.03034680162244,,,,OPERATIVO,1283,11195,466.0,MEDIO,3
LED-01580,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 2,LED Downlight,Philips,12,45000,2019-08-14,ALTA,24,54723,56952,104.07,6,14238,25.291632027638713,44.85138334990324,220.21329512933534,,,,OPERATIVO,2373,-2229,-93.0,MUY ALTO,1
LED-01581,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 3,LED Downlight,Philips,12,45000,2023-07-10,ALTA,24,37558,22728,60.51,6,5682,22.576798535773,65.59040676963777,222.83556892049216,,,,OPERATIVO,947,14830,618.0,BAJO,4
LED-01582,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 3,LED Downlight,Philips,12,45000,2021-08-22,ALTA,24,39643,39216,98.92,6,9804,20.357191224500003,41.50056462706559,220.9234973620727,2025-09-27,2025-10-01,FALLA,REEMPLAZADO,1634,427,18.0,REEMPLAZADO,0
LED-01583,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 3,LED Downlight,Samsung,12,45000,2022-02-18,ALTA,24,38737,34896,90.08,6,8724,19.958316152235398,41.48342310038042,223.0925162033914,,,,OPERATIVO,1454,3841,160.0,MUY ALTO,2
LED-01584,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 3,LED Downlight,Philips,12,45000,2022-11-16,ALTA,24,40594,28392,69.94,6,7098,23.020958991861647,49.65539905603961,219.4788674574604,,,,OPERATIVO,1183,12202,508.0,BAJO,3
LED-01585,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 3,LED Downlight,LG,12,45000,2022-01-29,ALTA,24,44072,35376,80.27,6,8844,22.720931378755765,48.94125095040744,218.2103896941123,,,,OPERATIVO,1474,8696,362.0,MEDIO,2
LED-01586,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 3,LED Downlight,LG,12,45000,2022-12-04,ALTA,24,36838,27960,75.9,6,6990,23.91299733709237,49.54029114442894,222.77780111580597,,,,OPERATIVO,1165,8878,370.0,MEDIO,3
LED-01587,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 3,LED Downlight,Genérico A,12,45000,2023-06-03,ALTA,24,33247,23616,71.03,6,5904,20.188022926637657,43.647620486005806,221.33634401114878,,,,OPERATIVO,984,9631,401.0,MEDIO,3
LED-01588,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 3,LED Downlight,Osram,12,45000,2021-03-06,ALTA,24,33316,43272,129.88,6,10818,21.953005929130164,58.608364513025286,221.26520001268176,2024-09-22,2024-09-29,FALLA,REEMPLAZADO,1803,-9956,-415.0,REEMPLAZADO,0
LED-01589,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 3,LED Downlight,Osram,12,45000,2023-03-25,ALTA,24,51242,25296,49.37,6,6324,24.988476818180903,52.968138633645054,220.47657843649276,,,,OPERATIVO,1054,25946,1081.0,BAJO,4
LED-01590,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 3,LED Downlight,Osram,12,45000,2020-05-09,ALTA,24,53305,50496,94.73,6,12624,25.13689612552865,40.9234930671292,222.49037813725846,2025-07-30,2025-08-03,FALLA,REEMPLAZADO,2104,2809,117.0,REEMPLAZADO,0
LED-01591,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 4,LED Downlight,LG,12,45000,2020-10-20,ALTA,24,44371,46560,104.93,6,11640,22.501232957370473,54.37122177023841,218.62732674890614,2025-03-01,2025-03-02,FALLA,REEMPLAZADO,1940,-2189,-91.0,REEMPLAZADO,0
LED-01592,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 4,LED Downlight,Samsung,12,45000,2021-07-26,ALTA,24,42196,39864,94.47,6,9966,24.138226408429187,67.16119564787283,220.45682445133266,,,,OPERATIVO,1661,2332,97.0,MUY ALTO,1
LED-01593,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 4,LED Downlight,Philips,12,45000,2020-05-29,ALTA,24,42079,50016,118.86,6,12504,22.667089858621985,62.49960953139926,221.05933968923367,2024-11-05,2024-11-07,FALLA,REEMPLAZADO,2084,-7937,-331.0,REEMPLAZADO,0
LED-01594,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 4,LED Downlight,Philips,12,45000,2022-09-14,ALTA,24,42403,29904,70.52,6,7476,20.478116665481497,69.13892380919776,218.7071606520786,,,,OPERATIVO,1246,12499,521.0,MEDIO,3
LED-01595,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 4,LED Downlight,Osram,12,45000,2023-01-04,ALTA,24,50184,27216,54.23,6,6804,22.722392574044797,58.900214063395694,223.0725152102046,,,,OPERATIVO,1134,22968,957.0,BAJO,4
LED-01596,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 4,LED Downlight,Genérico A,12,45000,2019-10-22,ALTA,24,41944,55296,131.83,6,13824,25.20770796831011,69.29448328602612,223.41102989865,2024-06-08,2024-06-09,FALLA,REEMPLAZADO,2304,-13352,-556.0,REEMPLAZADO,0
LED-01597,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 4,LED Downlight,LG,12,45000,2022-04-22,ALTA,24,44393,33384,75.2,6,8346,21.77824771463041,56.615082475066615,221.1786494915408,,,,OPERATIVO,1391,11009,459.0,MEDIO,3
LED-01598,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 4,LED Downlight,LG,12,45000,2023-07-28,ALTA,24,42318,22296,52.69,6,5574,25.165209843215347,64.0802743757886,218.837160683358,,,,OPERATIVO,929,20022,834.0,BAJO,4
LED-01599,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 4,LED Downlight,Philips,12,45000,2023-07-08,ALTA,24,49838,22776,45.7,6,5694,24.87783026801786,61.00564777882159,221.28643945681483,,,,OPERATIVO,949,27062,1128.0,BAJO,5
LED-01600,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 4,LED Downlight,Philips,12,45000,2020-12-09,ALTA,24,54897,45360,82.63,6,11340,19.549602342285617,46.25151037026476,221.9678237737212,,,,OPERATIVO,1890,9537,397.0,MEDIO,2
LED-01601,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 5,LED Downlight,Osram,12,45000,2022-09-29,ALTA,24,43744,29544,67.54,6,7386,24.969496370802542,62.449564033674726,223.21254338321953,,,,OPERATIVO,1231,14200,592.0,BAJO,3
LED-01602,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 5,LED Downlight,Philips,12,45000,2023-05-22,ALTA,24,51737,23904,46.2,6,5976,19.120516474871494,50.448238460895745,220.33729498688913,,,,OPERATIVO,996,27833,1160.0,BAJO,4
LED-01603,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 5,LED Downlight,Samsung,12,45000,2019-11-29,ALTA,24,51029,54384,106.57,6,13596,20.86112439671129,48.72231597672022,221.68862571893757,2024-12-27,2024-12-28,FALLA,REEMPLAZADO,2266,-3355,-140.0,REEMPLAZADO,0
LED-01604,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 5,LED Downlight,Osram,12,45000,2021-10-12,ALTA,24,48246,37992,78.75,6,9498,23.228823620281812,65.1447760420326,221.1512132013848,,,,OPERATIVO,1583,10254,427.0,MEDIO,2
LED-01605,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 5,LED Downlight,Philips,12,45000,2021-10-16,ALTA,24,47998,37896,78.95,6,9474,19.759063917658793,51.04931146260195,220.1841648152874,,,,OPERATIVO,1579,10102,421.0,MEDIO,2
LED-01606,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 5,LED Downlight,Osram,12,45000,2023-02-24,ALTA,24,39933,25992,65.09,6,6498,24.040751738385172,62.524341441233176,219.59326510881945,,,,OPERATIVO,1083,13941,581.0,BAJO,3
LED-01607,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 5,LED Downlight,Samsung,12,45000,2022-12-01,ALTA,24,49741,28032,56.36,6,7008,19.715665834593292,42.224773173220925,223.3487232388685,,,,OPERATIVO,1168,21709,905.0,BAJO,4
LED-01608,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 5,LED Downlight,Samsung,12,45000,2023-04-17,ALTA,24,47471,24744,52.12,6,6186,23.43514790489941,68.10063780001448,222.96169415050466,,,,OPERATIVO,1031,22727,947.0,BAJO,4
LED-01609,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 5,LED Downlight,Philips,12,45000,2020-09-10,ALTA,24,47746,47520,99.53,6,11880,21.456937404927157,56.16458101749007,220.6766858427511,,,,OPERATIVO,1980,226,9.0,MUY ALTO,1
LED-01610,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 5,LED Downlight,Genérico B,12,45000,2021-05-03,ALTA,24,44152,41880,94.85,6,10470,25.05638548806159,53.331814567473096,221.5336618910441,2025-08-25,2025-09-01,FALLA,REEMPLAZADO,1745,2272,95.0,REEMPLAZADO,0
LED-01611,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 6,LED Downlight,Philips,12,45000,2020-12-23,ALTA,24,49457,45024,91.04,6,11256,19.720180554849478,46.137808428753274,219.08904776972898,,,,OPERATIVO,1876,4433,185.0,MUY ALTO,2
LED-01612,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 6,LED Downlight,Genérico A,12,45000,2021-11-04,ALTA,24,33831,37440,110.67,6,9360,22.91330162092959,45.64599945039587,219.7116679816453,2025-07-24,2025-07-30,FALLA,REEMPLAZADO,1560,-3609,-150.0,REEMPLAZADO,0
LED-01613,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 6,LED Downlight,Osram,12,45000,2020-06-26,ALTA,24,48250,49344,102.27,6,12336,20.382778786880174,53.677478110663415,218.4272403052474,2025-06-23,2025-06-28,FALLA,REEMPLAZADO,2056,-1094,-46.0,REEMPLAZADO,0
LED-01614,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 6,LED Downlight,Samsung,12,45000,2021-07-08,ALTA,24,46118,40296,87.38,6,10074,18.546786971585558,68.65295668497058,219.15808991243418,,,,OPERATIVO,1679,5822,243.0,MEDIO,2
LED-01615,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 6,LED Downlight,Philips,12,45000,2020-06-04,ALTA,24,50274,49872,99.2,6,12468,20.965685256302272,45.531047140590815,220.6584555976007,2025-11-03,2025-11-08,FALLA,REEMPLAZADO,2078,402,17.0,REEMPLAZADO,0
LED-01616,Piso 6,Habitaciones Pacientes,Habitaciones Pacientes - Sector 6,LED Downlight,Genérico A,12,45000,2020-02-04,ALTA,24,40100,52776,131.61,6,13194,18.76997192912573,57.67635170357861,221.75878313152432,,,,OPERATIVO,2199,-12676,-528.0,MUY ALTO,1
