id_luminaria,piso,area,tipo_led,marca,criticidad,horas_uso_acumuladas,porcentaje_vida_consumida,dias_restantes_estimados,dias_restantes_predichos,nivel_riesgo,prioridad_mantenimiento,prob_falla_alto,prob_falla_medio,prob_falla_bajo
LED-02053,Piso 8,Estación Enfermería,LED Emergencia,Genérico A,CRÍTICA,46536,96.35,73.0,72.8427138739534,MUY ALTO,1,0.011927644900353309,0.8756343582966337,0.11243799680301288
LED-02054,Piso 8,Estación Enfermería,LED Emergencia,Genérico A,CRÍTICA,25848,43.42,1403.0,1387.4954896071783,BAJO,4,0.0,0.0,1.0
LED-02055,Piso 8,Estación Enfermería,LED Emergencia,Genérico A,CRÍTICA,37920,61.97,970.0,984.768507983902,BAJO,3,0.009947534102833158,0.018244066393313357,0.9718083995038534
LED-02056,Piso 8,Estación Enfermería,LED Emergencia,Philips,CRÍTICA,35832,57.89,1086.0,1102.5767915251752,BAJO,3,0.0,0.0,1.0
LED-02057,Piso 8,Estación Enfermería,LED Emergencia,Philips,CRÍTICA,33120,62.53,827.0,836.3993577499598,BAJO,3,0.0,0.0,1.0
LED-02058,Piso 8,Estación Enfermería,LED Emergencia,Samsung,CRÍTICA,40776,69.33,752.0,754.4441682318457,BAJO,2,0.007783251231527094,0.008602540834845735,0.9836142079336271
LED-02059,Piso 8,Estación Enfermería,LED Emergencia,Osram,CRÍTICA,33720,58.75,986.0,1004.7936006736053,BAJO,3,0.0,0.009376854599406528,0.9906231454005935
LED-02060,Piso 8,Estación Enfermería,LED Emergencia,Philips,CRÍTICA,43992,83.01,375.0,385.82597235705464,ALTO,1,0.0,0.0,1.0
LED-02061,Piso 8,Estación Enfermería,LED Emergencia,Genérico A,CRÍTICA,44184,94.79,101.0,106.18676843577376,MUY ALTO,1,0.0,0.15780065363421053,0.8421993463657894
LED-02062,Piso 8,Estación Enfermería,LED Emergencia,Philips,CRÍTICA,46656,80.37,475.0,489.1105472687062,ALTO,1,0.0,0.0,1.0
LED-02063,Piso 8,Estación Enfermería,LED Emergencia,Osram,CRÍTICA,28008,51.73,1089.0,1075.097961552547,BAJO,4,0.0,0.0,1.0
LED-02065,Piso 8,Estación Enfermería,LED Emergencia,Philips,CRÍTICA,42000,79.59,449.0,455.8743251589465,MEDIO,2,0.0,0.01,0.99
LED-02066,Piso 8,Estación Enfermería,LED Emergencia,Osram,CRÍTICA,49560,75.28,678.0,677.9890058455111,MEDIO,2,0.0,0.0,1.0
LED-02067,Piso 8,Estación Enfermería,LED Emergencia,Samsung,CRÍTICA,26640,55.41,893.0,902.0720889310106,BAJO,3,0.0,0.0,1.0
LED-02069,Piso 8,Estación Enfermería,LED Emergencia,LG,CRÍTICA,47160,93.29,141.0,136.6332562002145,MUY ALTO,1,0.008663039287976468,0.070564002473132,0.9207729582388915
LED-02071,Piso 8,Estación Enfermería,LED Emergencia,LG,CRÍTICA,38928,65.46,856.0,863.7787353137954,BAJO,3,0.0,0.0,1.0
LED-02072,Piso 8,Estación Enfermería,LED Emergencia,Osram,CRÍTICA,24840,41.05,1486.0,1463.598493259197,BAJO,4,0.0,0.0,1.0
LED-02073,Piso 8,Estación Enfermería,LED Emergencia,Genérico A,CRÍTICA,44496,93.35,132.0,133.23752175365317,MUY ALTO,1,0.0,0.0,1.0
LED-02074,Piso 8,Estación Enfermería,LED Emergencia,Osram,CRÍTICA,52632,92.63,175.0,175.84056617317498,MUY ALTO,1,0.0,0.019547811178258438,0.9804521888217416
LED-02075,Piso 8,Estación Enfermería,LED Emergencia,Samsung,CRÍTICA,54456,88.16,305.0,288.31426517129404,ALTO,1,0.0,0.009621109607577808,0.9903788903924222
LED-02076,Piso 8,Estación Enfermería,LED Emergencia,Osram,CRÍTICA,44400,71.83,726.0,724.9814465312363,MEDIO,2,0.0,0.0,1.0
LED-02078,Piso 8,Estación Enfermería,LED Emergencia,Philips,CRÍTICA,38952,73.27,592.0,593.9571141321264,MEDIO,2,0.0,0.0,1.0
LED-02079,Piso 8,Estación Enfermería,LED Emergencia,Osram,CRÍTICA,53304,83.13,451.0,446.06365460784343,ALTO,1,0.009947534102833158,0.019584325582354477,0.9704681403148124
LED-02080,Piso 8,Estación Enfermería,LED Emergencia,Genérico B,CRÍTICA,36504,73.79,540.0,564.4220379363111,MEDIO,2,0.01,0.0,0.99
LED-02082,Piso 8,Pasillos,LED Tubo T8,LG,ALTA,24408,65.62,533.0,538.1859622849393,BAJO,3,0.0,0.0,1.0
LED-02086,Piso 8,Pasillos,LED Tubo T8,Philips,ALTA,28104,69.08,524.0,517.9129473131796,BAJO,3,0.009601215343714394,0.0,0.9903987846562856
LED-02088,Piso 8,Pasillos,LED Tubo T8,Philips,ALTA,31536,75.6,424.0,420.57781606264524,MEDIO,3,0.0,0.0,1.0
LED-02089,Piso 8,Pasillos,LED Tubo T8,LG,ALTA,27456,58.37,816.0,799.5332385131937,BAJO,4,0.0,0.0,1.0
LED-02090,Piso 8,Pasillos,LED Tubo T8,Genérico A,ALTA,24456,56.77,776.0,766.873019285657,BAJO,4,0.0,0.0,1.0
LED-02091,Piso 8,Pasillos,LED Tubo T8,Genérico B,ALTA,55200,258.89,-1412.0,-764.7484396330476,MUY ALTO,1,0.9799194844794128,0.02,8.051552058716669e-05
LED-02094,Piso 8,Pasillos,LED Tubo T8,Genérico B,ALTA,28776,77.12,356.0,348.59176320037835,MEDIO,2,0.009601215343714394,0.009955891619407688,0.9804428930368779
LED-02095,Piso 8,Pasillos,LED Tubo T8,Genérico B,ALTA,22368,54.59,775.0,786.992308818628,BAJO,4,0.0,0.0,1.0
LED-02096,Piso 8,Pasillos,LED Tubo T8,Samsung,ALTA,24552,59.25,703.0,703.1701701275928,BAJO,4,0.0,0.0,1.0
LED-02097,Piso 8,Pasillos,LED Tubo T8,Samsung,ALTA,43440,81.16,420.0,442.3898133582048,MEDIO,2,0.007783251231527094,0.01969333919367083,0.972523409574802
LED-02100,Piso 8,Pasillos,LED Tubo T8,LG,ALTA,30696,63.42,738.0,734.4448952417674,BAJO,3,0.0,0.009806896551724136,0.9901931034482758
LED-02101,Piso 8,Pasillos,LED Tubo T8,LG,ALTA,28464,75.54,384.0,377.8278969886991,MEDIO,3,0.009601215343714394,0.0,0.9903987846562856
LED-02102,Piso 8,Pasillos,LED Tubo T8,Philips,ALTA,54480,126.88,-481.0,-423.78942159363805,MUY ALTO,1,0.9697463207434134,0.01992670157068063,0.010326977685905965
LED-02109,Piso 8,Pasillos,LED Tubo T8,Genérico A,ALTA,28944,66.52,607.0,632.9457579117895,BAJO,3,0.0,0.0,1.0
LED-02113,Piso 8,Pasillos,LED Tubo T8,Samsung,ALTA,37584,80.34,383.0,380.5979475144315,MEDIO,2,0.0,0.0,1.0
LED-02116,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,36456,80.42,370.0,348.0400404406333,MEDIO,2,0.0,0.009442231075697211,0.9905577689243029
LED-02119,Piso 9,Habitaciones Pacientes,LED Downlight,LG,ALTA,30912,64.34,714.0,718.1249118148479,BAJO,3,0.0,0.0,1.0
LED-02122,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,39480,94.59,94.0,99.91089371055469,MUY ALTO,1,0.00781418352026848,0.03156759762043955,0.9606182188592919
LED-02123,Piso 9,Habitaciones Pacientes,LED Downlight,Samsung,ALTA,50808,99.41,13.0,16.95532735637024,MUY ALTO,1,0.9702210993193044,0.019147013489927013,0.010631887190768448
LED-02127,Piso 9,Habitaciones Pacientes,LED Downlight,Osram,ALTA,42936,80.37,437.0,460.1907851494734,MEDIO,2,0.0,0.00931237721021611,0.990687622789784
LED-02131,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,35280,74.91,492.0,515.0739563850601,MEDIO,3,0.00933530280649926,0.0,0.9906646971935007
LED-02132,Piso 9,Habitaciones Pacientes,LED Downlight,Genérico A,ALTA,30072,72.53,475.0,481.7283644665135,MEDIO,3,0.0,0.0,1.0
LED-02134,Piso 9,Habitaciones Pacientes,LED Downlight,Osram,ALTA,25224,51.99,971.0,969.7102738547712,BAJO,4,0.0,0.0,1.0
LED-02135,Piso 9,Habitaciones Pacientes,LED Downlight,LG,ALTA,36672,86.34,242.0,240.32105542475563,MEDIO,2,0.0,0.017907822894291093,0.9820921771057088
LED-02138,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,55368,93.68,156.0,163.02178253317317,MUY ALTO,1,0.028349810752880823,0.02893348681779392,0.9427167024293253
LED-02139,Piso 9,Habitaciones Pacientes,LED Downlight,LG,ALTA,33192,67.5,666.0,650.8744189895659,BAJO,3,0.0,0.0,1.0
LED-02144,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,40920,83.52,336.0,317.6536660889582,MEDIO,2,0.0,0.01929951695826693,0.980700483041733
LED-02147,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,34512,64.08,806.0,816.1222678298052,BAJO,3,0.0,0.0,1.0
LED-02148,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,43944,101.1,-20.0,-13.260111581899004,MUY ALTO,1,0.9188333060971274,0.06087413381433224,0.020292560088540315
LED-02153,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,31680,55.7,1050.0,1021.724944334694,BAJO,4,0.0,0.0,1.0
LED-02154,Piso 9,Habitaciones Pacientes,LED Downlight,Osram,ALTA,30888,70.49,539.0,540.9511041559012,MEDIO,3,0.0,0.0,1.0
LED-02155,Piso 9,Habitaciones Pacientes,LED Downlight,Genérico B,ALTA,25824,55.94,847.0,861.6631937111733,BAJO,4,0.0,0.00931237721021611,0.9906876227897838
LED-02156,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,30696,55.53,1024.0,1027.9079296708828,BAJO,4,0.0,0.0,1.0
LED-02157,Piso 9,Habitaciones Pacientes,LED Downlight,LG,ALTA,28032,62.87,690.0,686.9905575561419,BAJO,3,0.0,0.0,1.0
LED-02158,Piso 9,Habitaciones Pacientes,LED Downlight,Osram,ALTA,43224,89.05,221.0,217.2123488085454,MEDIO,2,0.0,0.009854469854469854,0.9901455301455302
LED-02159,Piso 9,Habitaciones Pacientes,LED Downlight,Osram,ALTA,35160,84.21,275.0,281.88233877285825,MEDIO,2,0.0,0.0,1.0
LED-02160,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,50880,126.14,-439.0,-430.0600909942182,MUY ALTO,1,0.9996079069329378,0.0,0.00039209306706221195
LED-02161,Piso 9,Habitaciones Pacientes,LED Downlight,Genérico A,ALTA,22440,52.16,858.0,851.8925317149568,BAJO,4,0.0,0.0,1.0
LED-02163,Piso 9,Habitaciones Pacientes,LED Downlight,Genérico B,ALTA,24120,59.15,694.0,697.756082223723,BAJO,4,0.0,0.0,1.0
LED-02164,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,38016,79.52,408.0,404.5561473766724,MEDIO,2,0.0,0.009963215974776668,0.9900367840252232
LED-02168,Piso 9,Habitaciones Pacientes,LED Downlight,Samsung,ALTA,25752,58.53,760.0,752.0507378567488,BAJO,4,0.0,0.0,1.0
LED-02169,Piso 9,Habitaciones Pacientes,LED Downlight,Genérico A,ALTA,37776,76.51,483.0,484.9818416070168,MEDIO,3,0.0,0.0,1.0
LED-02170,Piso 9,Habitaciones Pacientes,LED Downlight,Samsung,ALTA,31200,59.45,886.0,881.5976416574994,BAJO,4,0.0,0.009442231075697211,0.9905577689243029
LED-02173,Piso 9,Habitaciones Pacientes,LED Downlight,Samsung,ALTA,26688,58.74,781.0,791.028380654029,BAJO,4,0.0,0.0,1.0
LED-02174,Piso 9,Habitaciones Pacientes,LED Downlight,Osram,ALTA,32640,69.58,595.0,617.2558046704871,BAJO,3,0.0,0.0,1.0
LED-02176,Piso 9,Habitaciones Pacientes,LED Downlight,Osram,ALTA,32904,88.3,182.0,177.52145341453377,MEDIO,2,0.009601215343714394,0.019725058973076276,0.9706737256832093
LED-02177,Piso 9,Habitaciones Pacientes,LED Downlight,Genérico B,ALTA,52560,157.29,-798.0,-778.4720035050613,MUY ALTO,1,0.9740166767994767,0.02569260896677098,0.0002907142337522746
LED-02181,Piso 9,Habitaciones Pacientes,LED Downlight,Osram,ALTA,33984,63.54,812.0,830.8887519028043,BAJO,3,0.0,0.0,1.0
LED-02183,Piso 9,Habitaciones Pacientes,LED Downlight,Genérico B,ALTA,34152,83.05,290.0,297.6438089639498,MEDIO,2,0.0,0.0,1.0
LED-02186,Piso 9,Habitaciones Pacientes,LED Downlight,Genérico B,ALTA,27744,83.32,231.0,217.8043782398608,MEDIO,2,0.0,0.01844792525003591,0.981552074749964
LED-02188,Piso 9,Habitaciones Pacientes,LED Downlight,LG,ALTA,23376,56.45,751.0,750.883875784429,BAJO,4,0.0,0.0,1.0
LED-02191,Piso 9,Habitaciones Pacientes,LED Downlight,Osram,ALTA,24312,58.22,727.0,721.9145669680278,BAJO,4,0.0,0.0,1.0
LED-02194,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,26880,57.57,826.0,812.9778600233284,BAJO,4,0.0,0.0,1.0
LED-02195,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,48600,100.78,-16.0,-13.134358614126429,MUY ALTO,1,0.9577359449236975,0.020859947641901085,0.021404107434401513
LED-02198,Piso 9,Habitaciones Pacientes,LED Downlight,LG,ALTA,32640,68.42,628.0,626.200711434328,BAJO,3,0.0,0.0,1.0
LED-02200,Piso 9,Habitaciones Pacientes,LED Downlight,Genérico A,ALTA,32280,68.34,623.0,622.8654814624397,BAJO,3,0.0,0.0,1.0
LED-02203,Piso 9,Habitaciones Pacientes,LED Downlight,LG,ALTA,25704,52.69,961.0,964.1337122068092,BAJO,4,0.0,0.0,1.0
LED-02204,Piso 9,Habitaciones Pacientes,LED Downlight,LG,ALTA,29712,71.34,497.0,492.24883787199144,MEDIO,3,0.0,0.0,1.0
LED-02205,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,38472,89.06,197.0,208.48432622749144,MEDIO,2,0.009233016800584368,0.0,0.9907669831994156
LED-02206,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,25776,52.66,965.0,969.1355385596763,BAJO,4,0.0,0.0,1.0
LED-02207,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,34536,70.93,590.0,604.3958178141778,MEDIO,3,0.0,0.0,1.0
LED-02210,Piso 9,Habitaciones Pacientes,LED Downlight,Osram,ALTA,44328,89.27,222.0,221.9771333347258,MEDIO,2,0.0,0.029567584608568214,0.9704324153914318
LED-02215,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,50952,96.01,88.0,85.22494942309116,MUY ALTO,1,0.052724444642658144,0.6134128696943766,0.33386268566296534
LED-02216,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,25728,40.93,1547.0,1568.638161143171,BAJO,5,0.0,0.0,1.0
LED-02219,Piso 9,Habitaciones Pacientes,LED Downlight,Osram,ALTA,26424,44.27,1386.0,1370.2610138580708,BAJO,5,0.0,0.0,1.0
LED-02220,Piso 9,Habitaciones Pacientes,LED Downlight,Osram,ALTA,43680,81.84,404.0,388.6574215630919,MEDIO,2,0.0,0.00971311475409836,0.9902868852459017
LED-02221,Piso 9,Habitaciones Pacientes,LED Downlight,Osram,ALTA,54648,121.95,-410.0,-384.93154295789094,MUY ALTO,1,0.9897390676685944,0.009975447211504734,0.0002854851199008302
LED-02222,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,29856,56.96,940.0,939.7840749580175,BAJO,4,0.0,0.0,1.0
LED-02223,Piso 9,Habitaciones Pacientes,LED Downlight,Samsung,ALTA,28872,54.28,1013.0,999.9437074538683,BAJO,4,0.0,0.0,1.0
LED-02226,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,55464,139.09,-650.0,-636.276884963297,MUY ALTO,1,0.9758343694226908,0.02396846739439989,0.00019716318290946083
LED-02228,Piso 9,Habitaciones Pacientes,LED Downlight,Osram,ALTA,22704,54.06,804.0,805.5325822994752,BAJO,4,0.0,0.0,1.0
LED-02230,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,24216,48.84,1057.0,1013.350392070065,BAJO,4,0.0,0.0,1.0
LED-02234,Piso 9,Habitaciones Pacientes,LED Downlight,Philips,ALTA,39072,70.03,697.0,712.1611112780168,MEDIO,3,0.0,0.0,1.0
LED-02236,Piso 9,Estación Enfermería,LED Emergencia,Genérico A,CRÍTICA,29160,57.85,885.0,873.9897188107973,BAJO,3,0.0,0.0,1.0
LED-02237,Piso 9,Estación Enfermería,LED Emergencia,Philips,CRÍTICA,33024,56.88,1043.0,1063.775816091129,BAJO,3,0.0,0.0,1.0
LED-02238,Piso 9,Estación Enfermería,LED Emergencia,LG,CRÍTICA,34584,57.07,1084.0,1100.765482520768,BAJO,3,0.0,0.0,1.0
LED-02239,Piso 9,Estación Enfermería,LED Emergencia,Philips,CRÍTICA,31080,56.93,980.0,965.2329913255685,BAJO,3,0.0,0.0,1.0
LED-02244,Piso 9,Estación Enfermería,LED Emergencia,Philips,CRÍTICA,27000,38.06,1830.0,1842.8987665455243,BAJO,5,0.0,0.0,1.0
LED-02246,Piso 9,Estación Enfermería,LED Emergencia,Samsung,CRÍTICA,38424,67.47,772.0,741.0373336554878,BAJO,2,0.0,0.0,1.0
LED-02248,Piso 9,Estación Enfermería,LED Emergencia,LG,CRÍTICA,27072,42.43,1531.0,1511.69652860699,BAJO,4,0.0,0.0,1.0
LED-02249,Piso 9,Estación Enfermería,LED Emergencia,Osram,CRÍTICA,25584,48.74,1121.0,1105.5515049928217,BAJO,4,0.0,0.0,1.0
LED-02250,Piso 9,Estación Enfermería,LED Emergencia,Genérico B,CRÍTICA,37776,71.72,621.0,621.6545803633664,MEDIO,2,0.0,0.0,1.0
LED-02251,Piso 9,Estación Enfermería,LED Emergencia,Samsung,CRÍTICA,38304,60.69,1034.0,1035.5481552414128,BAJO,3,0.0,0.009442231075697211,0.9905577689243029
LED-02252,Piso 9,Estación Enfermería,LED Emergencia,LG,CRÍTICA,37200,74.08,542.0,533.914750468432,MEDIO,2,0.0,0.0,1.0
LED-02253,Piso 9,Estación Enfermería,LED Emergencia,LG,CRÍTICA,29664,65.12,662.0,669.9125181021025,BAJO,3,0.0,0.0,1.0
LED-02254,Piso 9,Estación Enfermería,LED Emergencia,Samsung,CRÍTICA,40080,72.17,644.0,663.433331252311,MEDIO,2,0.009768160741885627,0.009442231075697211,0.9807896081824171
LED-02255,Piso 9,Estación Enfermería,LED Emergencia,Genérico A,CRÍTICA,43224,75.2,594.0,612.5383023559214,MEDIO,2,0.0,0.008713235294117647,0.9912867647058823
LED-02256,Piso 9,Estación Enfermería,LED Emergencia,Philips,CRÍTICA,37560,61.24,991.0,997.7494556174596,BAJO,3,0.0,0.008286713286713286,0.9917132867132866
LED-02257,Piso 9,Estación Enfermería,LED Emergencia,Philips,CRÍTICA,33048,47.54,1520.0,1507.7972098388236,BAJO,4,0.0,0.0,1.0
LED-02259,Piso 9,Estación Enfermería,LED Emergencia,Osram,CRÍTICA,39840,60.16,1099.0,1082.1329065066752,BAJO,3,0.0,0.0,1.0
LED-02260,Piso 9,Estación Enfermería,LED Emergencia,Philips,CRÍTICA,38472,69.36,708.0,715.3118708743559,BAJO,2,0.008404255319148936,0.0,0.9915957446808511
LED-02262,Piso 9,Estación Enfermería,LED Emergencia,Osram,CRÍTICA,37176,58.22,1112.0,1135.735853537513,BAJO,3,0.0,0.0,1.0
LED-02263,Piso 9,Estación Enfermería,LED Emergencia,Samsung,CRÍTICA,27504,51.41,1083.0,1071.8673620121845,BAJO,4,0.0,0.0,1.0
LED-02264,Piso 9,Estación Enfermería,LED Emergencia,Philips,CRÍTICA,51984,79.82,548.0,537.9142836262549,MEDIO,2,0.0,0.009621109607577808,0.9903788903924222
LED-02265,Piso 9,Estación Enfermería,LED Emergencia,Philips,CRÍTICA,35952,62.88,884.0,881.5227694348956,BAJO,3,0.0,0.0,1.0
LED-02266,Piso 9,Pasillos,LED Tubo T8,Genérico A,ALTA,29040,73.07,446.0,459.47670675352646,MEDIO,3,0.0,0.009926701570680627,0.9900732984293193
LED-02267,Piso 9,Pasillos,LED Tubo T8,Genérico A,ALTA,31824,95.37,64.0,42.99509943064111,MUY ALTO,1,0.016588404201605608,0.8466452858105203,0.13676630998787384
LED-02269,Piso 9,Pasillos,LED Tubo T8,Philips,ALTA,25872,70.51,451.0,449.17544463702416,MEDIO,3,0.0,0.0,1.0
LED-02273,Piso 9,Pasillos,LED Tubo T8,Philips,ALTA,23976,52.82,892.0,887.2409911015019,BAJO,4,0.0,0.0,1.0
LED-02276,Piso 9,Pasillos,LED Tubo T8,Samsung,ALTA,29472,62.1,750.0,759.9314236761209,BAJO,3,0.0,0.0,1.0
LED-02277,Piso 9,Pasillos,LED Tubo T8,Osram,ALTA,33144,89.2,167.0,178.11852611230074,MEDIO,2,0.012778172662432273,0.025179854028593938,0.9620419733089739
LED-02279,Piso 9,Pasillos,LED Tubo T8,LG,ALTA,36456,67.76,723.0,681.116983748456,BAJO,3,0.0,0.0,1.0
LED-02282,Piso 9,Pasillos,LED Tubo T8,Osram,ALTA,22680,76.42,292.0,289.95572734222606,MEDIO,3,0.0,0.009621109607577808,0.9903788903924222
LED-02285,Piso 9,Pasillos,LED Tubo T8,Philips,ALTA,30000,74.36,431.0,425.7464519942188,MEDIO,3,0.009601215343714394,0.0,0.9903987846562856
LED-02287,Piso 9,Pasillos,LED Tubo T8,LG,ALTA,29352,71.31,492.0,491.293864328775,MEDIO,3,0.0,0.0,1.0
LED-02289,Piso 9,Pasillos,LED Tubo T8,Genérico B,ALTA,24144,61.41,632.0,645.1425491877635,BAJO,4,0.0,0.0,1.0
LED-02291,Piso 9,Pasillos,LED Tubo T8,Philips,ALTA,35160,87.7,205.0,201.6903549778121,MEDIO,2,0.00692846795348655,0.012404869053175083,0.9806666629933383
LED-02292,Piso 9,Pasillos,LED Tubo T8,Osram,ALTA,24264,71.54,402.0,405.83274378246136,MEDIO,3,0.0,0.0,1.0
LED-02295,Piso 9,Pasillos,LED Tubo T8,Osram,ALTA,44520,96.18,74.0,75.72122751973899,MUY ALTO,1,0.023885435423391468,0.8736937495695085,0.10242081500709987
LED-02296,Piso 9,Pasillos,LED Tubo T8,Genérico A,ALTA,24120,75.75,322.0,321.2572087090673,MEDIO,3,0.008239895697522816,0.0,0.9917601043024772
LED-02299,Piso 9,Pasillos,LED Tubo T8,LG,ALTA,35616,82.17,322.0,311.51025790355027,MEDIO,2,0.009233016800584368,0.009806896551724136,0.9809600866476914
LED-02300,Piso 9,Pasillos,LED Tubo T8,Genérico A,ALTA,35112,96.61,51.0,52.93486654032657,MUY ALTO,1,0.026818894189983053,0.8508000122189272,0.12238109359108977
LED-02301,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Samsung,CRÍTICA,50184,71.73,824.0,823.1505149122052,MEDIO,2,0.0,0.0,1.0
LED-02302,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Philips,CRÍTICA,54288,87.23,331.0,324.14986119323663,ALTO,1,0.01969349695857288,0.019231324453876382,0.9610751785875508
LED-02303,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Osram,CRÍTICA,51048,83.09,433.0,432.47661348528493,ALTO,1,0.009132947976878613,0.0,0.9908670520231214
LED-02304,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,LG,CRÍTICA,25992,47.55,1194.0,1228.443432304657,BAJO,4,0.0,0.0,1.0
LED-02305,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Samsung,CRÍTICA,40656,59.77,1140.0,1133.9724346015494,BAJO,3,0.0,0.0,1.0
LED-02306,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Genérico B,CRÍTICA,33120,67.31,670.0,645.8121672064417,BAJO,2,0.008575305291723201,0.0,0.9914246947082768
LED-02307,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Samsung,CRÍTICA,39504,66.26,838.0,864.1337621782938,BAJO,3,0.0,0.0,1.0
LED-02308,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Genérico A,CRÍTICA,39120,70.07,696.0,694.1869906941672,MEDIO,2,0.01,0.0,0.99
LED-02309,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Samsung,CRÍTICA,45864,87.42,275.0,273.4489643036199,ALTO,1,0.014163406985781493,0.01330438322458298,0.9725322097896355
LED-02310,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Genérico A,CRÍTICA,22488,42.91,1247.0,1265.7079538512005,BAJO,4,0.0,0.0,1.0
LED-02311,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Samsung,CRÍTICA,28992,46.49,1391.0,1386.482449886833,BAJO,4,0.0,0.0,1.0
LED-02312,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Osram,CRÍTICA,33480,47.46,1544.0,1513.6422121018466,BAJO,4,0.0,0.0,1.0
LED-02313,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Philips,CRÍTICA,53784,82.76,467.0,465.67997420827527,ALTO,1,0.0,0.0,1.0
LED-02314,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Osram,CRÍTICA,29544,46.5,1416.0,1407.7264890449785,BAJO,4,0.0,0.0,1.0
LED-02315,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Philips,CRÍTICA,39960,59.69,1124.0,1123.0597487464775,BAJO,3,0.0,0.0,1.0
LED-02316,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,LG,CRÍTICA,27984,46.51,1341.0,1338.3568231891013,BAJO,4,0.0,0.0,1.0
LED-02317,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,LG,CRÍTICA,42552,62.13,1081.0,1087.3509926671866,BAJO,3,0.0,0.0,1.0
LED-02318,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Genérico A,CRÍTICA,27744,51.44,1091.0,1073.7946917862612,BAJO,4,0.0,0.0,1.0
LED-02319,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Samsung,CRÍTICA,45696,72.17,734.0,742.1615358360611,MEDIO,2,0.0,0.0,1.0
LED-02320,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Samsung,CRÍTICA,51192,80.48,518.0,525.7665417735556,ALTO,1,0.0,0.009442231075697211,0.9905577689243027
LED-02321,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Philips,CRÍTICA,42360,66.29,898.0,924.7054189820416,BAJO,3,0.0,0.0,1.0
LED-02322,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Philips,CRÍTICA,24288,40.96,1458.0,1437.1700171414063,BAJO,4,0.0,0.0,1.0
LED-02323,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Philips,CRÍTICA,51288,80.7,511.0,526.6506822459149,ALTO,1,0.0,0.0,1.0
LED-02324,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Philips,CRÍTICA,53112,76.52,679.0,655.2073787338117,MEDIO,2,0.0,0.0,1.0
LED-02325,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Samsung,CRÍTICA,50304,80.41,511.0,510.00663684603217,ALTO,1,0.0,0.0,1.0
LED-02326,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Philips,CRÍTICA,30336,45.94,1487.0,1463.443580567085,BAJO,4,0.0,0.0,1.0
LED-02327,Piso 10,Pabellón Quirúrgico,LED Quirúrgico,Osram,CRÍTICA,31008,48.44,1375.0,1381.1266656101648,BAJO,4,0.0,0.0,1.0
